_id,LOC_ID,LOC_NAME,AUSPICE,ADDRESS,PostalCode,bldg_type,BLDGNAME,IGSPACE,TGSPACE,PGSPACE,KGSPACE,SGSPACE,TOTSPACE,subsidy,cwelcc_flag,Longitude,Latitude
1059,14496,Lawrence Park School,Non Profit Agency,2180 BAYVIEW AVE,M4N,Other,,0,25,35,0,0,60,N,N,-79.3805076681,43.7250525725
1060,14497,The Munchkin Manor Daycare & Early Learning Centre Inc.,Commercial Agency,525 BLOOR ST E,M4W,Other,Place Of Worship,0,25,24,0,0,49,N,Y,-79.373963645,43.671914932
1061,14501,Columbus Early Learning Centres - Regina Mundi,Non Profit Agency,60 PLAYFAIR AVE,M6B,Catholic Elementary School,Regina Mundi Catholic School,0,0,0,26,30,56,Y,Y,-79.4583730986,43.7100860065
1062,14504,Brightpath Leslieville,Commercial Agency,970 QUEEN ST E,M4M,Other,,30,60,64,0,0,154,N,Y,-79.340473787,43.661232448
1063,14516,Chabad Of Midtown,Non Profit Agency,1034 ST CLAIR AVE W,M6E,Other,,20,35,0,0,0,55,N,Y,-79.438469825,43.67922195
1064,14531,Tree Of Life Montessori Academy,Non Profit Agency,255 FINCH AVE W,M2R,Church,North York Korean United Church,10,15,46,0,0,71,N,N,-79.437591876,43.7744154324
1065,14539,Ivy Montessori School,Commercial Agency,1428 ROYAL YORK RD,M9P,Place of Worship,Saint Matthias Anglican Church,0,0,24,0,0,24,N,N,-79.528319503,43.6848653228
1066,14540,Willow World,Commercial Agency,288 CUMMER AVE,M2M,Place of Worship,Willowdale Church,0,0,40,0,0,40,N,N,-79.403605471,43.790379726
1067,14541,The Village Nursery School,Commercial Agency,2241 DUNDAS ST W,M6R,Other,,0,0,18,0,0,18,N,N,-79.452196116,43.6542960786
1068,14543,Rec Room Child Care @mimico,Commercial Agency,46 MIMICO AVE,M8V,House,Rec Room Child Care,0,15,21,0,0,36,N,N,-79.4915046399,43.6135977019
